	learning rate	gracePeriodPerLayer	mci	adwin-delta	globalGracePeriod	accuracy	amount of hidden layers	amount of active layers	overall time	classifier	amount of instances	run id	path	stream
75	0.05		1e-05	0.0001	512	61.75000000000001	28	5	11.420504965	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=512/electricity_tiny	electricity_tiny
76	0.05		1e-05	0.0001	1024	60.9	30	6	10.508505129	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1024/electricity_tiny	electricity_tiny
77	0.05	1	1e-05	0.0001		59.599999999999994	34	5	10.977733086	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
78	0.05	2	1e-05	0.0001		61.95	23	8	9.920092907	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
79	0.05	4	1e-05	0.0001		59.75	29	5	9.645753046	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
80	0.05	8	1e-05	0.0001		60.050000000000004	30	6	9.965558834	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
81	0.05	16	1e-05	0.0001		59.4	28	5	9.353819888	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
82	0.05	32	1e-05	0.0001		58.650000000000006	14	3	7.605912708	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
83	0.05	64	1e-05	0.0001		43.0	8	5	7.043210754	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
84	0.05	128	1e-05	0.0001		39.6	1	1	5.743977622	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
85	0.05	256	1e-05	0.0001		39.6	1	1	5.834008863	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
86	0.05	512	1e-05	0.0001		39.6	1	1	5.709846372	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
87	0.05	1024	1e-05	0.0001		39.6	1	1	5.773144414	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
88	0.05		1e-05	1e-05	1	60.9	30	3	10.636115826	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1/electricity_tiny	electricity_tiny
89	0.05		1e-05	1e-05	2	60.0	26	5	11.085613433	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=2/electricity_tiny	electricity_tiny
90	0.05		1e-05	1e-05	4	60.9	30	3	10.66663689	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=4/electricity_tiny	electricity_tiny
91	0.05		1e-05	1e-05	8	60.0	26	5	11.047230008	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=8/electricity_tiny	electricity_tiny
92	0.05		1e-05	1e-05	16	60.9	30	3	10.560161215	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=16/electricity_tiny	electricity_tiny
93	0.05		1e-05	1e-05	32	60.0	26	5	11.189341925	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=32/electricity_tiny	electricity_tiny
94	0.05		1e-05	1e-05	64	60.9	30	3	10.583882189	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=64/electricity_tiny	electricity_tiny
95	0.05		1e-05	1e-05	128	60.0	26	5	11.055608691	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=128/electricity_tiny	electricity_tiny
96	0.05		1e-05	1e-05	256	60.9	30	3	10.595273756	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=256/electricity_tiny	electricity_tiny
97	0.05		1e-05	1e-05	512	60.0	26	5	11.109096808	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=512/electricity_tiny	electricity_tiny
98	0.05		1e-05	1e-05	1024	60.9	30	3	10.576697399	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1024/electricity_tiny	electricity_tiny
99	0.05	1	1e-05	1e-05		60.699999999999996	31	7	10.715969593	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
100	0.05	2	1e-05	1e-05		61.6	23	5	9.596082272	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
101	0.05	4	1e-05	1e-05		61.8	30	4	9.912595496	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
102	0.05	8	1e-05	1e-05		61.45	25	4	9.246950961	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
103	0.05	16	1e-05	1e-05		59.199999999999996	31	4	9.865092317	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
104	0.05	32	1e-05	1e-05		59.650000000000006	15	4	7.600825731	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
105	0.05	64	1e-05	1e-05		44.2	9	4	7.036905355	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
106	0.05	128	1e-05	1e-05		39.6	1	1	5.802932578	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
107	0.05	256	1e-05	1e-05		39.6	1	1	5.686833268	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
108	0.05	512	1e-05	1e-05		39.6	1	1	5.702588401	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
109	0.05	1024	1e-05	1e-05		39.6	1	1	5.786514854	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
110	0.05		1e-05	1e-06	1	43.6	16	5	8.610224929	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1/electricity_tiny	electricity_tiny
111	0.05		1e-05	1e-06	2	60.9	32	5	10.859148943	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=2/electricity_tiny	electricity_tiny
112	0.05		1e-05	1e-06	4	43.6	16	5	8.725135577	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=4/electricity_tiny	electricity_tiny
113	0.05		1e-05	1e-06	8	60.9	32	5	10.85788001	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=8/electricity_tiny	electricity_tiny
114	0.05		1e-05	1e-06	16	43.6	16	5	8.614641145	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=16/electricity_tiny	electricity_tiny
115	0.05		1e-05	1e-06	32	60.9	32	5	10.949783985	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=32/electricity_tiny	electricity_tiny
116	0.05		1e-05	1e-06	64	43.6	16	5	8.722069243	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=64/electricity_tiny	electricity_tiny
117	0.05		1e-05	1e-06	128	60.9	32	5	10.893402293	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=128/electricity_tiny	electricity_tiny
118	0.05		1e-05	1e-06	256	43.6	16	5	8.69261121	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=256/electricity_tiny	electricity_tiny
119	0.05		1e-05	1e-06	512	60.9	32	5	10.856266328	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=512/electricity_tiny	electricity_tiny
120	0.05		1e-05	1e-06	1024	43.6	16	5	8.701820063	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1024/electricity_tiny	electricity_tiny
121	0.05	1	1e-05	1e-06		59.85	32	6	10.125114128	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
122	0.05	2	1e-05	1e-06		62.849999999999994	25	3	9.634208309	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
123	0.05	4	1e-05	1e-06		60.150000000000006	26	3	8.762032061	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
124	0.05	8	1e-05	1e-06		44.45	17	6	8.084147219	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
125	0.05	16	1e-05	1e-06		58.45	17	4	7.398904565	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
126	0.05	32	1e-05	1e-06		58.650000000000006	14	4	7.563783527	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
127	0.05	64	1e-05	1e-06		58.5	3	2	6.377763239	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
128	0.05	128	1e-05	1e-06		39.6	1	1	5.804902371	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
129	0.05	256	1e-05	1e-06		39.6	1	1	5.687427969	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
130	0.05	512	1e-05	1e-06		39.6	1	1	5.691466405	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
131	0.05	1024	1e-05	1e-06		39.6	1	1	5.696887342	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-06_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
132	0.05		1e-05	1e-07	1	59.25	26	5	9.755364226	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1/electricity_tiny	electricity_tiny
133	0.05		1e-05	1e-07	2	60.25	24	5	9.643838842	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.05_MCICutOff=1e-05_globalGracePeriod=2/electricity_tiny	electricity_tiny
134	0.05		1e-05	1e-07	4	59.25	26	5	9.861576462	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.05_MCICutOff=1e-05_globalGracePeriod=4/electricity_tiny	electricity_tiny
135	0.05		1e-05	1e-07	8	60.25	24	5	9.663105571	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.05_MCICutOff=1e-05_globalGracePeriod=8/electricity_tiny	electricity_tiny
136	0.05		1e-05	1e-07	16	59.25	26	5	9.776073956	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.05_MCICutOff=1e-05_globalGracePeriod=16/electricity_tiny	electricity_tiny
137	0.05		1e-05	1e-07	32	60.25	24	5	9.658810495	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.05_MCICutOff=1e-05_globalGracePeriod=32/electricity_tiny	electricity_tiny
138	0.05		1e-05	1e-07	64	59.25	26	5	9.775355066	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.05_MCICutOff=1e-05_globalGracePeriod=64/electricity_tiny	electricity_tiny
139	0.05		1e-05	1e-07	128	60.25	24	5	9.690734301	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-07_lr=0.05_MCICutOff=1e-05_globalGracePeriod=128/electricity_tiny	electricity_tiny
